Perfume,Brand,Gender,Country,Citrus–Green,Amber–Resinous,Musky–Soapy,Marine–Ozonic,Spicy–Aromatic,Woody–Earthy,Floral–Powdery,Fruity–Tropical,Sweet–Gourmand,Smoky–Leathery
gucci-rush-for-men,gucci,men,Italy,0.0,0.0,0.0,0.0,0.49,0.41,0.09,0.0,0.0,0.0
l-instant-magic-limited-edition,guerlain,women,France,0.0,0.0,0.0,0.0,0.0,0.06,0.53,0.0,0.41,0.0
mitsouko-eau-de-cologne,guerlain,women,France,0.06,0.2,0.0,0.0,0.26,0.18,0.3,0.0,0.0,0.0
magie-noire-parfum,lancome,women,France,0.06,0.06,0.0,0.0,0.06,0.35,0.35,0.0,0.12,0.0
qaa-ed-intense,lattafa-perfumes,men,UAE,0.0,0.22,0.0,0.0,0.06,0.08,0.0,0.0,0.49,0.16
khamrah-qahwa,lattafa-perfumes,unisex,UAE,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.65,0.0
narcotic-flower,maison-alhambra,unisex,UAE,0.21,0.0,0.0,0.0,0.0,0.48,0.21,0.1,0.0,0.0
alien-pierre-initiatique-edition,mugler,women,France,0.0,0.59,0.1,0.0,0.0,0.1,0.21,0.0,0.0,0.0
alien-we-are-all-alien-collector-edition,mugler,women,France,0.06,0.29,0.0,0.0,0.0,0.29,0.12,0.0,0.23,0.0
angel-glamorama,mugler,women,France,0.0,0.1,0.0,0.0,0.06,0.16,0.05,0.16,0.47,0.0
una-senses,natura,women,Brazil,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0
ops-in-blue,o-boticario,women,Brazil,0.26,0.0,0.0,0.0,0.0,0.06,0.06,0.42,0.2,0.0
the-blend-bourbon,o-boticario,men,Brazil,0.0,0.18,0.0,0.0,0.29,0.24,0.0,0.0,0.29,0.0
4-montabaco-intensivo,ormonde-jayne,unisex,UK,0.07,0.07,0.07,0.0,0.07,0.07,0.33,0.0,0.0,0.33
ultraviolet-man-summer-pop,paco-rabanne,men,Spain,0.59,0.23,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0
mirages-desert-serenade,prada,unisex,Italy,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.45,0.34
junoon-leather-pour-homme,rasasi,men,UAE,0.0,0.29,0.06,0.0,0.12,0.37,0.16,0.0,0.0,0.0
mystere,rochas,women,France,0.06,0.0,0.0,0.0,0.06,0.4,0.48,0.0,0.0,0.0
yulali,swiss-arabian,women,UAE,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.1,0.48,0.0
mv-agusta,xerjoff,unisex,Italy,0.0,0.06,0.0,0.0,0.06,0.34,0.14,0.0,0.0,0.4
kouros-eau-de-sport,yves-saint-laurent,men,France,0.0,0.22,0.06,0.0,0.22,0.27,0.08,0.0,0.16,0.0
white-coco,toni-cabal,unisex,Spain,0.0,0.26,0.0,0.0,0.0,0.0,0.1,0.52,0.12,0.0
eau-folle,guy-laroche,women,France,0.21,0.0,0.0,0.0,0.0,0.33,0.23,0.16,0.0,0.07
dzokonda,dzintars,women,Latvia,0.06,0.29,0.0,0.0,0.06,0.12,0.47,0.0,0.0,0.0
nokomis,coty,women,USA,0.0,0.0,0.1,0.0,0.0,0.1,0.8,0.0,0.0,0.0
elysium,clarins,women,France,0.0,0.0,0.0,0.0,0.0,0.14,0.58,0.14,0.14,0.0
ecusson,jean-d-albret,women,France,0.12,0.0,0.0,0.0,0.12,0.0,0.48,0.0,0.28,0.0
notorious,aaron-terence-hughes,unisex,UK,0.06,0.0,0.0,0.0,0.0,0.29,0.06,0.0,0.24,0.35
body-musk-limited-edition,abdul-samad-al-qurashi,unisex,Arabia saudi ,0.0,0.0,0.1,0.0,0.0,0.18,0.72,0.0,0.0,0.0
1981x,alexandria-fragrances,unisex,USA,0.06,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.44,0.24
kashmir,arabian-oud,men,Arabia saudi ,0.06,0.0,0.06,0.0,0.0,0.34,0.14,0.06,0.34,0.0
aseel-special-edition,arabian-oud,men,Arabia saudi ,0.0,0.0,0.0,0.26,0.0,0.2,0.16,0.0,0.38,0.0
hero,boadicea-the-victorious,unisex,UK,0.0,0.0,0.0,0.0,0.06,0.29,0.23,0.0,0.28,0.14
agarwood-collection-passionate,boadicea-the-victorious,unisex,UK,0.0,0.14,0.0,0.0,0.0,0.4,0.0,0.4,0.07,0.0
bois-d-iris,daniel-josier,unisex,Spain,0.0,0.18,0.0,0.0,0.06,0.15,0.21,0.0,0.24,0.18
blue-vanille,henry-jacques,men,France,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.0,0.47,0.23
melilot,l-occitane-en-provence,unisex,France,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.58,0.0
jardins-de-la-bargamote,nilafar-du-nil,unisex,Egypt,0.4,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0
carved-oud,thameen,unisex,UK,0.0,0.2,0.0,0.0,0.06,0.38,0.16,0.0,0.2,0.0
vu-par-ted-lapidus,ted-lapidus,women,France,0.14,0.06,0.0,0.0,0.0,0.32,0.13,0.0,0.21,0.14
golden-oud,mizensir,unisex,Switzerland,0.0,0.17,0.0,0.0,0.0,0.36,0.47,0.0,0.0,0.0
the-forward,mind-games,unisex,USA,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.6,0.0
fresh-musk,jovan,women,USA,0.14,0.0,0.14,0.0,0.0,0.0,0.58,0.14,0.0,0.0
chicane,jacomo,women,France,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.48,0.1,0.0
musk-khabib,bortnikoff,unisex,Thailand,0.0,0.1,0.0,0.0,0.0,0.1,0.21,0.0,0.59,0.0
9pm,afnan,men,UAE,0.0,0.2,0.0,0.0,0.4,0.14,0.0,0.0,0.26,0.0
red-african,al-haramain-perfumes,unisex,UAE,0.0,0.17,0.0,0.0,0.08,0.0,0.0,0.0,0.75,0.0
junoon-oud,al-haramain-perfumes,unisex,UAE,0.06,0.1,0.06,0.0,0.06,0.72,0.0,0.0,0.0,0.0
honolulu-sun,bath-body-works,women,USA,0.08,0.0,0.0,0.08,0.0,0.0,0.08,0.68,0.08,0.0
garden-roses,burberry,unisex,UK,0.45,0.0,0.0,0.0,0.1,0.0,0.34,0.1,0.0,0.0
calvin,calvin-klein,men,USA,0.08,0.0,0.0,0.0,0.44,0.47,0.0,0.0,0.0,0.0
dior-homme-intense-2011,dior,men,France,0.0,0.0,0.0,0.0,0.39,0.17,0.44,0.0,0.0,0.0
by,dolce-gabbana,men,Italy,0.0,0.2,0.0,0.0,0.28,0.06,0.0,0.0,0.0,0.46
emporio-armani-white-for-him,giorgio-armani,men,Italy,0.2,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0
shalimar-80th-anniversary-limited-edition,guerlain,women,France,0.06,0.06,0.0,0.0,0.0,0.16,0.26,0.0,0.26,0.2
terre-d-hermes-metal-flacon,hermes,men,France,0.1,0.0,0.0,0.0,0.21,0.69,0.0,0.0,0.0,0.0
boss-spirit,hugo-boss,men,Germany,0.22,0.16,0.0,0.0,0.25,0.22,0.0,0.0,0.0,0.16
l-eau-d-issey-pour-homme-noir-ambre,issey-miyake,men,Japan,0.0,0.26,0.0,0.0,0.26,0.06,0.0,0.0,0.26,0.16
air-intense,kenzo,men,France,0.0,0.48,0.1,0.0,0.31,0.1,0.0,0.0,0.0,0.0
sikkim-parfum,lancome,women,France,0.06,0.14,0.0,0.0,0.06,0.32,0.14,0.14,0.0,0.14
vintage-radio,lattafa-perfumes,unisex,UAE,0.07,0.0,0.0,0.0,0.47,0.4,0.0,0.07,0.0,0.0
dark-door-sport,maison-alhambra,men,UAE,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0
alien-les-parfums-de-cuir,mugler,women,France,0.0,0.24,0.0,0.0,0.0,0.15,0.06,0.06,0.0,0.5
verde-cha,natura,women,Brazil,0.27,0.16,0.0,0.0,0.27,0.0,0.14,0.0,0.16,0.0
faces-ilimitada,natura,women,Brazil,0.07,0.33,0.0,0.0,0.0,0.07,0.4,0.07,0.07,0.0
kaiak-noite,natura,men,Brazil,0.08,0.47,0.0,0.0,0.36,0.08,0.0,0.0,0.0,0.0
lhotse-irresistivel,o-boticario,men,Brazil,0.13,0.13,0.0,0.0,0.18,0.25,0.13,0.0,0.19,0.0
one-of-us,o-boticario,men,Brazil,0.0,0.0,0.0,0.0,0.69,0.1,0.21,0.0,0.0,0.0
macassar,rochas,men,France,0.13,0.13,0.0,0.0,0.06,0.24,0.0,0.25,0.0,0.19
united-arab-emirates-spirit-of-the-union,roja-dove,unisex,UK,0.0,0.06,0.06,0.0,0.06,0.53,0.29,0.0,0.0,0.0
nuewa-2015-edition,roja-dove,unisex,UK,0.08,0.0,0.0,0.0,0.08,0.08,0.28,0.0,0.47,0.0
la-commedia-2017,salvatore-ferragamo,unisex,Italy,0.59,0.0,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0
amber-07,swiss-arabian,unisex,UAE,0.0,0.22,0.0,0.0,0.22,0.22,0.08,0.06,0.22,0.0
rose-01,swiss-arabian,unisex,UAE,0.08,0.0,0.08,0.0,0.0,0.0,0.44,0.0,0.39,0.0
shaghaf-oud-azraq,swiss-arabian,unisex,UAE,0.0,0.08,0.0,0.0,0.2,0.22,0.0,0.0,0.35,0.16
shaghaf-oud-elixir,swiss-arabian,unisex,UAE,0.0,0.2,0.0,0.0,0.0,0.41,0.13,0.0,0.26,0.0
king-masarat,xerjoff,unisex,Italy,0.06,0.0,0.0,0.0,0.24,0.32,0.15,0.0,0.24,0.0
oud-luban,xerjoff,unisex,Italy,0.0,0.06,0.0,0.0,0.06,0.54,0.34,0.0,0.0,0.0
ispahan-parfum,yves-rocher,women,France,0.08,0.08,0.0,0.0,0.08,0.0,0.28,0.0,0.47,0.0
nombre-noir,shiseido,women,Japan,0.0,0.34,0.0,0.0,0.06,0.06,0.26,0.0,0.28,0.0
bahia-sunset,oriflame,women,Sweden,0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.46,0.2,0.0
kontakts,dzintars,women,Latvia,0.0,0.47,0.0,0.0,0.07,0.07,0.4,0.0,0.0,0.0
homme,carven,men,France,0.0,0.13,0.0,0.0,0.37,0.19,0.06,0.0,0.0,0.25
apres-cologne,angelos-creations-olfactives,unisex,Greece,0.14,0.0,0.0,0.0,0.25,0.14,0.0,0.0,0.47,0.0
oneg-patchouli-vanilla,sabon,women,USA,0.0,0.0,0.0,0.0,0.08,0.56,0.0,0.0,0.36,0.0
royalty,alexandria-fragrances,men,USA,0.1,0.0,0.1,0.0,0.1,0.6,0.1,0.0,0.0,0.0
tangier-cafe,alexandria-fragrances,unisex,USA,0.0,0.29,0.06,0.0,0.06,0.0,0.29,0.0,0.29,0.0
itinerantur,almah-parfums-1948,men,Spain,0.2,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0
ottoman-empire-iii,areej-le-dore,unisex,Russia,0.0,0.18,0.0,0.0,0.12,0.18,0.52,0.0,0.0,0.0
shambala,auphorie,unisex,Malaysia,0.0,0.4,0.0,0.0,0.06,0.2,0.34,0.0,0.0,0.0
hyde-park,boadicea-the-victorious,unisex,UK,0.07,0.4,0.0,0.0,0.14,0.33,0.07,0.0,0.0,0.0
musgo-real-classic-scent,claus-porto,men,Portugal,0.0,0.0,0.0,0.0,0.17,0.83,0.0,0.0,0.0,0.0
havana-reserva,aramis,men,USA,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.2,0.68
ambre-des-abysses,houbigant,unisex,France,0.06,0.12,0.0,0.0,0.12,0.12,0.06,0.0,0.29,0.23
janan-gold-edition,junaid-jamshed,men,Pakistan,0.06,0.18,0.0,0.0,0.0,0.15,0.09,0.06,0.24,0.24
cafe-verde-safra,l-occitane-au-bresil,men,Brazil,0.0,0.0,0.0,0.0,0.28,0.39,0.0,0.0,0.33,0.0
cristal-zest,massimo-dutti,unisex,Spain,0.38,0.23,0.0,0.0,0.15,0.23,0.0,0.0,0.0,0.0
mercedes-benz-club-black,mercedes-benz,men,Germany,0.0,0.21,0.0,0.0,0.1,0.1,0.0,0.0,0.59,0.0
yendi,roberto-capucci,women,Italy,0.12,0.2,0.0,0.0,0.0,0.06,0.32,0.0,0.3,0.0
cherry-syrup,proad,unisex,Thailand,0.0,0.0,0.0,0.0,0.13,0.2,0.07,0.2,0.26,0.14
isolda-cajueiro,phebo,unisex,Brazil,0.08,0.39,0.08,0.0,0.0,0.0,0.28,0.08,0.08,0.0
3600-collection-for-men,perry-ellis,men,USA,0.06,0.2,0.0,0.0,0.54,0.0,0.0,0.0,0.2,0.0
rose-honey,michael-malul-london,women,USA,0.0,0.23,0.06,0.0,0.0,0.0,0.18,0.06,0.47,0.0
iris-e-flor-de-laranjeira,mahogany,women,Brazil,0.0,0.18,0.06,0.0,0.0,0.0,0.44,0.0,0.09,0.24
amberland,happyland,unisex,USA,0.0,0.35,0.08,0.0,0.0,0.0,0.22,0.0,0.35,0.0
imperial-patchouli,gerini,unisex,France,0.0,0.16,0.0,0.0,0.41,0.2,0.08,0.0,0.16,0.0
amberum,bruno-perrucci-parfums,unisex,Italy,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.19,0.21
uomo-absolute,ermenegildo-zegna,men,Italy,0.12,0.2,0.0,0.0,0.12,0.26,0.1,0.0,0.2,0.0
seleto,avatim,men,Brazil,0.0,0.26,0.0,0.0,0.12,0.2,0.22,0.0,0.2,0.0
highness-vi,afnan,men,UAE,0.0,0.4,0.07,0.0,0.37,0.16,0.0,0.0,0.0,0.0
andy-warhol,bond-no-9,unisex,USA,0.0,0.08,0.0,0.0,0.0,0.47,0.19,0.08,0.17,0.0
calvin-klein,calvin-klein,women,USA,0.0,0.39,0.0,0.0,0.0,0.08,0.53,0.0,0.0,0.0
emporio-armani-stronger-with-you-absolutely,giorgio-armani,men,Italy,0.0,0.06,0.0,0.0,0.16,0.26,0.0,0.0,0.26,0.26
jicky-extrait,guerlain,women,France,0.06,0.0,0.0,0.0,0.26,0.34,0.0,0.0,0.34,0.0
classique-rock-star,jean-paul-gaultier,women,France,0.0,0.28,0.0,0.0,0.12,0.0,0.26,0.0,0.34,0.0
leather-copper,lalique,unisex,France,0.0,0.22,0.0,0.0,0.06,0.22,0.29,0.0,0.0,0.22
essencia-de-moca,natura,women,Brazil,0.26,0.0,0.0,0.2,0.0,0.0,0.22,0.06,0.26,0.0
una-infinito,natura,women,Brazil,0.08,0.0,0.0,0.0,0.0,0.08,0.28,0.08,0.47,0.0
prada-l-homme-intense,prada,men,Italy,0.0,0.18,0.0,0.0,0.0,0.24,0.35,0.0,0.0,0.23
amber,roja-dove,unisex,UK,0.0,0.2,0.0,0.0,0.2,0.2,0.07,0.0,0.33,0.0
fortnum-mason-the-perfume,roja-dove,unisex,UK,0.0,0.26,0.0,0.0,0.12,0.26,0.1,0.0,0.2,0.06
semi-bespoke-no-24,roja-dove,unisex,UK,0.0,0.0,0.0,0.0,0.0,0.23,0.47,0.06,0.24,0.0
reserve-collection-velvet-gardenia,tom-ford,unisex,USA,0.0,0.07,0.07,0.0,0.0,0.0,0.4,0.0,0.47,0.0
xj-1861-naxos,xerjoff,unisex,Italy,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.44,0.24
rive-gauche-pour-homme-intense,yves-saint-laurent,men,France,0.0,0.0,0.0,0.0,0.53,0.47,0.0,0.0,0.0,0.0
soir-de-lune-edition-limitee-2015,sisley,women,France,0.0,0.0,0.0,0.0,0.06,0.29,0.41,0.0,0.23,0.0
royal-equestrian,alexandria-fragrances,men,USA,0.06,0.2,0.0,0.0,0.06,0.2,0.16,0.06,0.26,0.0
mongolian-cashmere,alfred-dunhill,men,UK,0.0,0.39,0.08,0.0,0.08,0.0,0.36,0.0,0.0,0.08
russian-musk,areej-le-dore,unisex,Russia,0.06,0.11,0.06,0.0,0.17,0.49,0.11,0.0,0.0,0.0
oud-zhen,areej-le-dore,unisex,Russia,0.0,0.08,0.0,0.0,0.08,0.68,0.08,0.0,0.0,0.08
russian-musk-ii,areej-le-dore,unisex,Russia,0.06,0.16,0.06,0.0,0.2,0.37,0.16,0.0,0.0,0.0
tuscany-forte-per-uomo,aramis,men,USA,0.0,0.29,0.0,0.0,0.35,0.06,0.29,0.0,0.0,0.0
malmaison,floris,women,UK,0.0,0.0,0.0,0.0,0.35,0.28,0.18,0.0,0.2,0.0
voyage-2019,hiram-green,unisex,Netherlands,0.07,0.4,0.0,0.0,0.0,0.0,0.14,0.0,0.4,0.0
jaguar-for-men-oud,jaguar,men,UK,0.0,0.0,0.0,0.0,0.3,0.35,0.0,0.0,0.35,0.0
roses-et-reines-jardin-secret,l-occitane-en-provence,women,France,0.27,0.0,0.0,0.0,0.0,0.14,0.59,0.0,0.0,0.0
compotas-corporais-roma,l-occitane-au-bresil,women,Brazil,0.1,0.49,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0
1849-collection-iles-d-or,molinard,women,France,0.0,0.19,0.0,0.0,0.0,0.08,0.08,0.08,0.57,0.0
vanilla-musk-eau-de-parfum,nemat-international,women,USA,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.72,0.0
trajan,nilafar-du-nil,men,Egypt,0.0,0.2,0.0,0.0,0.14,0.0,0.0,0.13,0.27,0.26
opera-grande,sospiro-perfumes,unisex,Italy,0.0,0.0,0.0,0.0,0.06,0.2,0.32,0.06,0.26,0.1
royal-edition,s-t-dupont,women,France,0.0,0.4,0.0,0.0,0.06,0.48,0.0,0.0,0.0,0.06
nuits-enchantees,laura-mercier,women,France,0.0,0.14,0.0,0.0,0.06,0.26,0.2,0.0,0.34,0.0
oleg-cassini,jovan,men,USA,0.19,0.19,0.06,0.0,0.06,0.12,0.06,0.13,0.19,0.0
champagne,germaine-monteil,women,USA,0.26,0.0,0.0,0.0,0.06,0.2,0.06,0.0,0.32,0.1
om,gap,unisex,USA,0.33,0.14,0.0,0.0,0.07,0.4,0.0,0.0,0.0,0.07
strength,ermenegildo-zegna,men,Italy,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.47,0.35
fiore-di-bellagio,en-voyage-perfumes,unisex,USA,0.29,0.0,0.0,0.0,0.06,0.0,0.41,0.0,0.23,0.0
athena,athena-fragrances,unisex,Egypt,0.0,0.06,0.0,0.0,0.06,0.34,0.14,0.0,0.0,0.4
tease-sugar-fleur,victoria-s-secret,women,USA,0.08,0.39,0.0,0.0,0.0,0.0,0.08,0.08,0.36,0.0
dioressence-parfum,dior,women,France,0.22,0.0,0.0,0.0,0.11,0.2,0.27,0.1,0.1,0.0
cuir-de-russie,guerlain,unisex,France,0.0,0.34,0.06,0.0,0.34,0.06,0.2,0.0,0.0,0.0
plus-que-jamais,guerlain,women,France,0.0,0.47,0.0,0.0,0.0,0.08,0.36,0.0,0.08,0.0
nuit-d-issey-polaris,issey-miyake,men,Japan,0.0,0.24,0.0,0.0,0.06,0.24,0.0,0.0,0.24,0.24
alien-liqueur-de-parfum,mugler,women,France,0.0,0.26,0.0,0.0,0.0,0.26,0.32,0.0,0.16,0.0
kalanit,o-boticario,women,Brazil,0.0,0.14,0.0,0.0,0.0,0.2,0.4,0.06,0.2,0.0
mirages-babylon,prada,unisex,Italy,0.0,0.54,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0
monsieur-rochas-eau-de-toilette,rochas,men,France,0.0,0.0,0.0,0.0,0.35,0.35,0.06,0.0,0.0,0.23
vetiver,roja-dove,unisex,UK,0.14,0.0,0.0,0.0,0.27,0.27,0.32,0.0,0.0,0.0
pierre-de-velay-no-4,roja-dove,unisex,UK,0.0,0.06,0.0,0.0,0.18,0.06,0.23,0.0,0.23,0.23
testa-di-moro,salvatore-ferragamo,unisex,Italy,0.0,0.1,0.0,0.0,0.1,0.34,0.0,0.0,0.0,0.45
valentino-uomo-born-in-roma-coral-fantasy,valentino,men,Italy,0.0,0.0,0.0,0.0,0.26,0.28,0.0,0.06,0.06,0.34
valentino-uomo-born-in-roma-intense,valentino,men,Italy,0.0,0.0,0.0,0.0,0.36,0.08,0.08,0.0,0.47,0.0
jazz-prestige,yves-saint-laurent,men,France,0.09,0.09,0.0,0.0,0.31,0.15,0.1,0.18,0.0,0.09
madawi,arabian-oud,women,Arabia saudi ,0.0,0.0,0.07,0.0,0.0,0.33,0.53,0.07,0.0,0.0
tarteel-gold,arabian-oud,unisex,Arabia saudi ,0.0,0.0,0.06,0.0,0.15,0.41,0.21,0.0,0.18,0.0
oh,chlorophylla,unisex,Brazil,0.24,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.23,0.0
nitro-green,dumont,men,UAE,0.08,0.14,0.0,0.0,0.2,0.22,0.16,0.0,0.22,0.0
510-19-9-n-10-21-30-e,haeckels,unisex,UK,0.3,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0
le-regent,oriza-l-legrand,unisex,France,0.0,0.17,0.0,0.0,0.08,0.0,0.08,0.0,0.28,0.39
knightsbridge,robert-piguet,unisex,France,0.0,0.0,0.0,0.0,0.0,0.07,0.53,0.0,0.0,0.4
ame-sombre-grade-1,sultan-pasha-attars,unisex,UK,0.0,0.2,0.0,0.0,0.06,0.25,0.2,0.0,0.14,0.15
aurum-d-angkhor,sultan-pasha-attars,unisex,UK,0.0,0.06,0.0,0.0,0.06,0.26,0.26,0.0,0.15,0.21
etude-en-fougere,sultan-pasha-attars,unisex,UK,0.06,0.13,0.0,0.0,0.44,0.19,0.12,0.0,0.0,0.06
fougere-noire,sultan-pasha-attars,men,UK,0.0,0.12,0.0,0.0,0.3,0.3,0.06,0.0,0.17,0.06
joy-collector-s-edition-pure-perfume,jean-patou,women,France,0.0,0.0,0.0,0.0,0.0,0.06,0.94,0.0,0.0,0.0
yavana,galimard,women,France,0.1,0.59,0.0,0.0,0.0,0.1,0.21,0.0,0.0,0.0
vanille-tonique,evocative-perfumes,unisex,Australia,0.0,0.14,0.14,0.0,0.0,0.14,0.14,0.0,0.45,0.0
stand-out,bruno-perrucci-parfums,unisex,Italy,0.12,0.23,0.0,0.0,0.12,0.53,0.0,0.0,0.0,0.0
tabac-blond-parfum,caron,women,France,0.0,0.0,0.0,0.0,0.0,0.26,0.28,0.0,0.2,0.26
camp-fire-emir-factory-edition,paris-corner,men,UAE,0.0,0.21,0.0,0.0,0.1,0.1,0.0,0.0,0.59,0.0
turathi-brown,afnan,men,UAE,0.0,0.24,0.0,0.18,0.1,0.3,0.09,0.0,0.1,0.0
club-de-nuit-intense-man-limited-edition-parfum,armaf,men,UAE,0.06,0.06,0.06,0.0,0.06,0.28,0.14,0.0,0.06,0.28
magnolia-blossom,bath-body-works,women,USA,0.0,0.39,0.08,0.0,0.0,0.0,0.44,0.08,0.0,0.0
diorella-parfum,dior,women,France,0.34,0.0,0.0,0.0,0.0,0.4,0.2,0.06,0.0,0.0
dior-homme-cologne-2022,dior,men,France,0.2,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.0
midnight-poison-extrait-de-parfum,dior,women,France,0.0,0.08,0.0,0.0,0.0,0.36,0.47,0.0,0.08,0.0
eau-de-vetyver,givenchy,men,France,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
derby-vintage,guerlain,men,France,0.0,0.0,0.0,0.0,0.12,0.46,0.14,0.0,0.0,0.28
habit-rouge-dress-code-2017,guerlain,men,France,0.06,0.0,0.0,0.0,0.06,0.2,0.28,0.0,0.4,0.0
le-male-x-mas-edition-2020,jean-paul-gaultier,men,France,0.0,0.2,0.0,0.0,0.48,0.06,0.0,0.0,0.26,0.0
libbra,maison-alhambra,women,UAE,0.06,0.0,0.0,0.0,0.48,0.0,0.06,0.0,0.4,0.0
montabaco-cuba,ormonde-jayne,unisex,UK,0.07,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.4,0.4
pink-vacay,victoria-s-secret,women,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.72,0.0
torino21,xerjoff,unisex,Italy,0.27,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0
il-homme,zara,men,Spain,0.08,0.47,0.0,0.0,0.28,0.08,0.08,0.0,0.0,0.0
vanillawood,lux-e-terra,unisex,USA,0.0,0.0,0.0,0.0,0.18,0.06,0.06,0.0,0.47,0.24
mits-mif,dzintars,men,Latvia,0.14,0.0,0.0,0.0,0.14,0.72,0.0,0.0,0.0,0.0
homme,aaron-terence-hughes,men,UK,0.0,0.19,0.0,0.0,0.0,0.08,0.17,0.0,0.56,0.0
monarch,alexandria-fragrances,unisex,USA,0.0,0.26,0.0,0.0,0.32,0.12,0.1,0.0,0.2,0.0
tarteel-silver,arabian-oud,men,Arabia saudi ,0.0,0.33,0.07,0.0,0.0,0.07,0.07,0.0,0.47,0.0
two-minutes-after-the-kiss,azman,unisex,UAE,0.0,0.06,0.06,0.0,0.06,0.4,0.21,0.0,0.07,0.14
loyal-agar,luxodor,unisex,UAE,0.0,0.15,0.0,0.0,0.24,0.09,0.0,0.0,0.29,0.24
amber-noir,orientica-premium,unisex,UAE,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0
imbue,parfums-vintage,unisex,UK,0.06,0.0,0.0,0.06,0.26,0.0,0.28,0.0,0.0,0.34
r2b2-crypto,reyane-tradition,unisex,UAE,0.12,0.28,0.0,0.14,0.06,0.4,0.0,0.0,0.0,0.0
meydan,the-spirit-of-dubai,unisex,UAE,0.0,0.08,0.0,0.0,0.34,0.27,0.04,0.0,0.08,0.18
yardley-original,yardley,men,UK,0.06,0.26,0.0,0.0,0.16,0.52,0.0,0.0,0.0,0.0
suspense,lancetti,women,Italy,0.24,0.18,0.0,0.0,0.06,0.12,0.15,0.0,0.26,0.0
bad-intention,eudora,men,Brazil,0.0,0.4,0.0,0.0,0.47,0.07,0.0,0.0,0.07,0.0
sublimizia,bruno-perrucci-parfums,unisex,Italy,0.0,0.12,0.0,0.0,0.06,0.34,0.0,0.0,0.48,0.0
nectars-des-iles,en-voyage-perfumes,unisex,USA,0.1,0.48,0.0,0.0,0.0,0.1,0.21,0.0,0.1,0.0
no-1-twist-violet,clive-christian,unisex,UK,0.0,0.0,0.0,0.0,0.0,0.06,0.6,0.06,0.28,0.0
xxi-art-deco-cypress,clive-christian,men,UK,0.1,0.59,0.0,0.0,0.21,0.1,0.0,0.0,0.0,0.0
nocturnes-de-caron-parfum,caron,women,France,0.27,0.16,0.0,0.0,0.0,0.06,0.2,0.16,0.16,0.0
zeno,athena-fragrances,men,Egypt,0.41,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0
euphoria-amber-gold-men,calvin-klein,men,USA,0.0,0.34,0.0,0.0,0.06,0.06,0.0,0.0,0.2,0.34
allure-homme-edition-blanche-eau-de-parfum,chanel,men,France,0.08,0.0,0.0,0.0,0.08,0.28,0.08,0.0,0.47,0.0
afrah,amouage,unisex,Oman,0.0,0.28,0.0,0.0,0.06,0.2,0.46,0.0,0.0,0.0
salamah,amouage,unisex,Oman,0.06,0.06,0.0,0.0,0.06,0.34,0.48,0.0,0.0,0.0
mitsouko-extract,guerlain,women,France,0.06,0.2,0.0,0.0,0.26,0.18,0.3,0.0,0.0,0.0
mon-guerlain-sensuelle,guerlain,women,France,0.0,0.06,0.0,0.0,0.24,0.18,0.24,0.0,0.29,0.0
classique-limited-edition-2003,jean-paul-gaultier,women,France,0.0,0.23,0.0,0.0,0.06,0.0,0.35,0.0,0.18,0.18
scandal-collector-s-snow-globe-edition,jean-paul-gaultier,women,France,0.06,0.0,0.0,0.0,0.0,0.2,0.06,0.0,0.68,0.0
